date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2021-03-02,SP,Ribeirão do Sul,city,174,1,True,4539,3543204,3833.44349,0.0057
2021-03-02,SP,Ribeirão Grande,city,226,7,True,7679,3543253,2943.09155,0.031
2021-03-02,SP,Ribeirão Pires,city,4379,141,True,124159,3543303,3526.92918,0.0322
2021-03-02,SP,Ribeirão Preto,city,41032,1244,True,711825,3543402,5764.33814,0.0303
2021-03-02,SP,Rifaina,city,95,4,True,3640,3543600,2609.89011,0.0421
2021-03-02,SP,Rincão,city,177,10,True,10812,3543709,1637.06992,0.0565
2021-03-02,SP,Rinópolis,city,206,3,True,9961,3543808,2068.06546,0.0146
2021-03-02,SP,Rio Claro,city,6407,208,True,208008,3543907,3080.16999,0.0325
2021-03-02,SP,Rio das Pedras,city,1404,45,True,35738,3544004,3928.59142,0.0321
2021-03-02,SP,Rio Grande da Serra,city,1024,44,True,51436,3544103,1990.82355,0.043
2021-03-02,SP,Riolândia,city,714,8,True,12689,3544202,5626.92096,0.0112
2021-03-02,SP,Riversul,city,95,2,True,5443,3543501,1745.36101,0.0211
2021-03-02,SP,Rosana,city,560,9,True,16281,3544251,3439.59216,0.0161
2021-03-02,SP,Roseira,city,617,7,True,10801,3544301,5712.43403,0.0113
2021-03-02,SP,Rubiácea,city,63,1,True,3162,3544400,1992.40987,0.0159
2021-03-02,SP,Rubinéia,city,164,3,True,3170,3544509,5173.50158,0.0183
2021-03-02,SP,Sabino,city,133,12,True,5614,3544608,2369.07731,0.0902
2021-03-02,SP,Sagres,city,46,0,True,2430,3544707,1893.00412,0.0
2021-03-02,SP,Sales,city,188,11,True,6407,3544806,2934.29062,0.0585
2021-03-02,SP,Sales Oliveira,city,856,9,True,11998,3544905,7134.52242,0.0105
2021-03-02,SP,Salesópolis,city,341,22,True,17252,3545001,1976.58243,0.0645
2021-03-02,SP,Salmourão,city,43,1,True,5337,3545100,805.69608,0.0233
2021-03-02,SP,Saltinho,city,323,2,True,8393,3545159,3848.44513,0.0062
2021-03-02,SP,Salto,city,5117,116,True,119736,3545209,4273.56852,0.0227
2021-03-02,SP,Salto de Pirapora,city,1622,62,True,45860,3545308,3536.85129,0.0382
2021-03-02,SP,Salto Grande,city,291,3,True,9364,3545407,3107.6463,0.0103
2021-03-02,SP,Sandovalina,city,150,5,True,4354,3545506,3445.10795,0.0333
2021-03-02,SP,Santa Adélia,city,627,14,True,15561,3545605,4029.30403,0.0223
2021-03-02,SP,Santa Albertina,city,411,7,True,6022,3545704,6824.97509,0.017
2021-03-02,SP,Santa Bárbara d'Oeste,city,10318,273,True,194390,3545803,5307.88621,0.0265
2021-03-02,SP,Santa Branca,city,413,8,True,14857,3546009,2779.83442,0.0194
2021-03-02,SP,Santa Clara d'Oeste,city,103,6,True,2113,3546108,4874.5859,0.0583
2021-03-02,SP,Santa Cruz da Conceição,city,246,4,True,4544,3546207,5413.73239,0.0163
2021-03-02,SP,Santa Cruz da Esperança,city,71,3,True,2153,3546256,3297.72411,0.0423
2021-03-02,SP,Santa Cruz das Palmeiras,city,1895,33,True,34737,3546306,5455.27823,0.0174
2021-03-02,SP,Santa Cruz do Rio Pardo,city,1668,21,True,47943,3546405,3479.13147,0.0126
2021-03-02,SP,Santa Ernestina,city,259,3,True,5588,3546504,4634.932,0.0116
2021-03-02,SP,Santa Fé do Sul,city,2001,54,True,32563,3546603,6145.01121,0.027
2021-03-02,SP,Santa Gertrudes,city,1438,26,True,27381,3546702,5251.81695,0.0181
2021-03-02,SP,Santa Isabel,city,3060,113,True,57966,3546801,5278.95663,0.0369
2021-03-02,SP,Santa Lúcia,city,316,7,True,8854,3546900,3569.00836,0.0222
2021-03-02,SP,Santa Maria da Serra,city,299,1,True,6236,3547007,4794.74022,0.0033
2021-03-02,SP,Santa Mercedes,city,45,2,True,2943,3547106,1529.05199,0.0444
2021-03-02,SP,Santana da Ponte Pensa,city,27,1,True,1467,3547205,1840.4908,0.037
2021-03-02,SP,Santana de Parnaíba,city,7062,163,True,142301,3547304,4962.71987,0.0231
2021-03-02,SP,Santa Rita d'Oeste,city,89,2,True,2487,3547403,3578.60877,0.0225
2021-03-02,SP,Santa Rita do Passa Quatro,city,690,19,True,27600,3547502,2500.0,0.0275
2021-03-02,SP,Santa Rosa de Viterbo,city,983,13,True,26753,3547601,3674.35428,0.0132
2021-03-02,SP,Santa Salete,city,97,3,True,1552,3547650,6250.0,0.0309
2021-03-02,SP,Santo Anastácio,city,517,16,True,20866,3547700,2477.71494,0.0309
2021-03-02,SP,Santo André,city,36095,1232,True,721368,3547809,5003.68744,0.0341
2021-03-02,SP,Santo Antônio da Alegria,city,283,6,True,6977,3547908,4056.18461,0.0212
2021-03-02,SP,Santo Antônio de Posse,city,1304,16,True,23529,3548005,5542.09699,0.0123
2021-03-02,SP,Santo Antônio do Aracanguá,city,240,7,True,8481,3548054,2829.85497,0.0292
2021-03-02,SP,Santo Antônio do Jardim,city,228,4,True,5940,3548104,3838.38384,0.0175
2021-03-02,SP,Santo Antônio do Pinhal,city,255,3,True,6827,3548203,3735.16918,0.0118
2021-03-02,SP,Santo Expedito,city,71,2,True,3135,3548302,2264.75279,0.0282
2021-03-02,SP,Santópolis do Aguapeí,city,214,6,True,4817,3548401,4442.59913,0.028
2021-03-02,SP,Santos,city,40028,1108,True,433656,3548500,9230.3577,0.0277
2021-03-02,SP,São Bento do Sapucaí,city,248,3,True,10893,3548609,2276.69145,0.0121
2021-03-02,SP,São Bernardo do Campo,city,44738,1574,True,844483,3548708,5297.67917,0.0352
2021-03-02,SP,São Caetano do Sul,city,10558,408,True,161957,3548807,6519.01431,0.0386
2021-03-02,SP,São Carlos,city,10283,123,True,254484,3548906,4040.72555,0.012
2021-03-02,SP,São Francisco,city,105,7,True,2817,3549003,3727.36954,0.0667
2021-03-02,SP,São João da Boa Vista,city,2702,68,True,91771,3549102,2944.28523,0.0252
2021-03-02,SP,São João das Duas Pontes,city,116,4,True,2561,3549201,4529.48067,0.0345
2021-03-02,SP,São João de Iracema,city,52,3,True,1932,3549250,2691.51139,0.0577
2021-03-02,SP,São João do Pau d'Alho,city,51,0,True,2100,3549300,2428.57143,0.0
2021-03-02,SP,São Joaquim da Barra,city,2115,36,True,52319,3549409,4042.50846,0.017
2021-03-02,SP,São José da Bela Vista,city,124,6,True,8960,3549508,1383.92857,0.0484
2021-03-02,SP,São José do Barreiro,city,164,4,True,4144,3549607,3957.52896,0.0244
2021-03-02,SP,São José do Rio Pardo,city,1151,37,True,55124,3549706,2088.01974,0.0321
2021-03-02,SP,São José do Rio Preto,city,48165,1139,True,464983,3549805,10358.44321,0.0236
2021-03-02,SP,São José dos Campos,city,46850,831,True,729737,3549904,6420.12122,0.0177
2021-03-02,SP,São Lourenço da Serra,city,399,16,True,15978,3549953,2497.18363,0.0401
2021-03-02,SP,São Luiz do Paraitinga,city,21,5,True,10690,3550001,196.44528,0.2381
2021-03-02,SP,São Manuel,city,1608,35,True,41123,3550100,3910.22056,0.0218
2021-03-02,SP,São Miguel Arcanjo,city,642,15,True,33002,3550209,1945.33665,0.0234
2021-03-02,SP,São Paulo,city,527515,18769,True,12325232,3550308,4279.96,0.0356
2021-03-02,SP,São Pedro,city,1985,30,True,35980,3550407,5516.95386,0.0151
2021-03-02,SP,São Pedro do Turvo,city,351,5,True,7696,3550506,4560.81081,0.0142
2021-03-02,SP,São Roque,city,2625,37,True,92060,3550605,2851.40126,0.0141
2021-03-02,SP,São Sebastião,city,3720,76,True,90328,3550704,4118.32433,0.0204
2021-03-02,SP,São Sebastião da Grama,city,503,10,True,12159,3550803,4136.85336,0.0199
2021-03-02,SP,São Simão,city,435,9,True,15385,3550902,2827.42931,0.0207
2021-03-02,SP,São Vicente,city,11591,617,True,368355,3551009,3146.69273,0.0532
2021-03-02,SP,Sarapuí,city,101,3,True,10390,3551108,972.08855,0.0297
2021-03-02,SP,Sarutaiá,city,77,3,True,3630,3551207,2121.21212,0.039
2021-03-02,SP,Sebastianópolis do Sul,city,85,2,True,3554,3551306,2391.67136,0.0235
2021-03-02,SP,Serra Azul,city,947,8,True,14981,3551405,6321.34036,0.0084
2021-03-02,SP,Serrana,city,2385,53,True,45644,3551504,5225.22128,0.0222
2021-03-02,SP,Serra Negra,city,1050,18,True,29452,3551603,3565.12291,0.0171
